id,media_type,short_name,long_description,slug,genres,created_by,published_by,franchises,regions
61,Comic,Conan the Barbarian,Witness the magic and mayhem of Conan in this revival of the legendary sword-slashing hero's saga.,conan-the-barbarian-2019,{Action},{},{Marvel Comics},{},
62,Show,Condor,"Based on the novel ""Six Days of the Condor"" by James Grady and screenplay ""Three Days of the Condor"" by Lorenzo Semple Jr. and David Rayfiel the series follows a young CIA analyst who stumbles onto a terrible but brilliant plan that threatens the lives of millions. Teleplay by Jason Smilovic and Todd Katzberg, ""Condor"" stars Max Irons, William Hurt, Leem Lubany, Angel Bonanni, Kristen Hager, with Mira Sorvino, and Bob Balaban; special guest star Brendan Fraser. Smilovic serves as showrunner and executive producer for the series.",condor,{Drama},{},{Audience Network},{},
63,Game,Contra Rogue Corps,"Contra Rogue Corps is an over the top run-and-gun game with fast paced, ultra-violent combat. Two years after the Alien Wars ended, the Damned City erupts from the final battleground. From the midst of the chaos, a group of scoundrels emerge. Offering both single and multiplayer options, Contra Rogue Corps is a mind-blowingly intense gameplay experience alone or with your friends. ",contra-rogue-corps,{Shooter},{},{Konami},{},"{US, AU, UK, JP}"
64,Show,Conversations with a Killer: The Ted Bundy Tapes,"On the 30th anniversary of his Florida execution, Conversations with a Killer: The Ted Bundy Tapes brings the infamously twisted mind of serial killer Ted Bundy into the light for the very first time and invades our psyche in a fresh yet terrifying way through exclusive, never-before-heard interviews from the “Jack the Ripper of the United States,” himself. This unique and gripping doc series, directed and executive produced by true crime pioneer Joe Berlinger, focuses on the man whose personality, good looks and social graces defied the serial-killer stereotype, allowing him to hide in plain sight as he committed the brutal sex-crime slayings of more than 30 women before being caught in 1978. While on trial, Bundy received extraordinary adoration from American women, which made his gruesome crimes doubly haunting, even in an era of anything-goes mayhem. Inspired the book of the same name written by Stephen G. Michaud and Hugh Aynesworth, the series utilizes over 100 hours of exclusive audio interviews that the two journalists conducted with Bundy on death row in 1980,  giving the unique perspective of hearing the killer analyze his own life and motives.",conversations-with-a-killer-the-ted-bundy-tapes,{Documentary},{},{Netflix.com},{},
65,Comic,Cover,"Years in the making, from the award-winning team of Brian Michael Bendis and multimedia sensation David Mack, comes a brand-new graphic novel experience. And it’s all kind of based on a true story. Sort of…

<p>Deep in the American intelligence community, someone realizes that comic book creators, who travel all over the world to sell their wares, might make the perfect cover for operatives in the dangerous, topsy-turvy world of intelligence and counterintelligence…and that’s when all hell breaks loose. This is the story of the time the world of comics and the world of international spywork smashed together—with unexpected results! 

<p>Artist David Mack, follows his Emmy nominated work on Jessica Jones, and his critically acclaimed video work for Dashboard Confessionals and Amanda Palmer, brings another completely unique vision to this driving comedic spy story that is also a beautiful Valentine to all those creators who sit alone and make beautiful stories. ",cover,{Adult},{},{Jinxworld},{},
66,Game,Crash Team Racing Nitro-Fueled,"Crash is back again, and this time he’s revved up to the max in Crash Team Racing Nitro-Fueled, an authentic Crash Team Racing experience that’s been remastered in stunning HD and so much more! Crash Team Racing Nitro-Fueled brings the characters, karts, tracks and arenas to modern console HD graphics. Fans will be able to see Crash and friends’ expressions and antics in beautiful detail as they blast each other with power-ups and whiz around the corners in all the original racetracks. The stakes are high and the competition is fierce as players race with a variety of Crash Bandicoot series characters, including Crash, Coco, Dr. Neo Cortex and others against the egomaniacal Nitros Oxide to save our planet from destruction. In the new game, Adventure, Arcade Single Race and Cup Race, Time Trials and Battle Mode are back. Play Crash Team Racing Nitro-Fueled single player or vs. friends both online and offline. ",crash-team-racing-nitro-fueled,{Racing},{Beenox},{Activision},{},"{US, AU, UK, JP}"
67,Show,Creepshow,"Creepshow is a horror anthology series based on the classic horror comic book series, which also spawned a feature film series. ",creepshow-the-series,{Horror},{},{Shudder},{},
68,Game,Cricket 19,"Building on the fan-favourite Ashes Cricket, Cricket 19 -- The Official Game of the Ashes features all formats of the international game, both men’s and women’s teams, and all host venues. This includes the Specsavers Ashes, fully licensed for both England and Australia. Deep enhancements to the AI engine mean that the opposition is more realistic than ever before. When bowling, the AI will suss out your player and team’s weaknesses, and target that with a concentrated bowling strategy. When batting, the AI will rotate the strike to protect weaker players, and actively look for gaps in the field. 
<p>
New features added to Cricket 19 include a scenario mode, which allows players to recreate the greatest matches in history, and then share them online to challenge other players to achieve difficult run-chases, or play out a draw from a disastrous situation. Enhancements to the career mode build a story around your player; how you look in the news headlines affects your potential career trajectory. ",cricket-19-the-official-game-of-the-ashes,{Sports},{Big Ant Studios},{Maximum Games},{},"{US, AU, UK, JP}"
69,Show,Criminal,"Criminal is a police procedural with a unique premise: it takes place exclusively within the confines of a police interview suite. This stripped down, cat-and-mouse drama will focus on the intense mental conflict between the police officer and the suspect in question.",criminal,{Crime},{},{Netflix.com},{},
70,Comic,Daredevil,"KNOW FEAR. Featuring action-packed extras including a Cover Gallery, Script, Inked And Color Pages and Character Designs!",daredevil-2019,{},{},{Marvel Comics},{},
71,Game,Darksiders Genesis,"In Darksiders Genesis, the fourth Horseman of the Apocalypse Strife is called upon to save humankind from certain destruction at the hands of Lucifer. True to its roots, Darksiders Genesis will feature intense combat, exploration, puzzle-solving, epic boss battles and serpent holes from heaven to hell, but the game also carves its own path as a full-scale Darksiders adventure played from the top-down perspective. ",darksiders-genesis,"{Action,RPG}",{Airship Syndicate},{THQ Nordic},{},"{US, AU, UK, JP}"
72,Comic,Excalibur,"Mutantkind has always been special…as has their relationship with the worl -- or WORLDS -- around them. As this new era dawns, a new connection forms between mutants and the magic of the world… and that of Otherworld! Can the new Captain Britain forge a new way through the chaos with her companions Rogue, Gambit, Jubilee, Rictor…and Apocalypse?!? ",dawn-of-x-excalibur,{},{},{Marvel Comics},{},
73,Comic,Fallen Angels,"Psylocke finds herself in this new world of Mutantkind unsure of her place in it… but when a face from her past returns only to be killed, she seeks help from others who feel similar to get vengeance. Cable and X-23 join Kwannon for a personal mission that could jeopardize all Mutantkind! ",dawn-of-x-fallen-angels,{},{},{Marvel Comics},{},
74,Comic,New Mutants,"The classic New Mutants (Sunspot, Wolfsbane, Mirage, Karma, Magik, and Cypher) get together with a few new friends (Chamber, Mondo) to seek out their missing member and share the good news… a mission that takes them into space alongside the Starjammers! ",dawn-of-x-new-mutants,{},{},{Marvel Comics},{},
75,Comic,The Marauders,"Even in this glorious new dawn, Mutantkind faces hardships and oppression from their human counterparts. Led by Captain Kate Pryde and funded by Emma Frost and the Hellfire Trading Company, Marauders Storm, Pyro, Bishop and Iceman sail the seas of the world to protect those hated and feared! ",dawn-of-x-the-marauders,{},{},{Marvel Comics},{},
